X,Y,Theta,linear,angular,time
0.0,0.0,0.0,0.0016002912533380543,0.010054974377294286,0
0.00016002912533380544,0.0,0.0010054974377294286,0.017365221468085057,0.10918333072594669,0.1
0.001896550394308649,1.7460682749565166e-06,0.011923830510324097,0.03055497100152365,0.19240433948457086,0.2
0.004951830285207528,3.817843449576061e-05,0.031164264458781184,0.04157848225845847,0.26228515525833335,0.30000000000000004
0.009107659599705368,0.00016773374287745328,0.05739277998461452,0.05079409841905327,0.32096449691007917,0.4
0.014178706124407851,0.00045909517880807536,0.08948922967562244,0.058507933226364606,0.37023769641009463,0.5
0.020006087558356485,0.0009819796091348775,0.1265129993166319,0.06497713971471955,0.4116122358826179,0.6
0.026451871142603008,0.0018018337669702326,0.1676742229048937,0.07041493387079752,0.4463545013128643,0.7
0.03339461167854729,0.0029769860851162375,0.21230967303618015,0.07499686636737564,0.4755272683497695,0.7999999999999999
0.0407259065931341,0.004557307104597296,0.2598623998711571,0.07886787619874801,0.500023511071892,0.8999999999999999
0.04834789802622748,0.006583798050755586,0.3098647509783463,0.08214666281240954,0.5205926268255189,0.9999999999999999
0.05617133934765699,0.00908869485547758,0.3619240136608982,0.0849314226988833,0.5378644518324281,1.0999999999999999
0.0641142730265941,0.012095897906249249,0.41571045884414104,0.08730265359636961,0.5523670966073652,1.2
0.07210097854015436,0.015621528103723638,0.47094716850487756,0.08932697191265723,0.5645449090581887,1.3
0.08006125274565346,0.01967456569102927,0.5274016594106964,0.09105949733757661,0.5747702063351261,1.4000000000000001
0.08792986512480003,0.024257497043391276,0.584878680044209,0.09254624545061137,0.58335634768313,1.5000000000000002
0.09564617739483525,0.029366958895812912,0.643214314812522,0.09382534676869203,0.5905657718094103,1.6000000000000003
0.1031538193403019,0.03499432678687199,0.702270891993463,0.09492866331338246,0.5966194891806317,1.7000000000000004
0.11040045770227772,0.04112627131005514,0.7619328409115262,0.09588281797507404,0.6017024456449532,1.8000000000000005
0.11733760913451552,0.047745265027729515,0.8221030854760216,0.09671030357718943,0.6059706433443612,1.9000000000000006
0.12392050578337244,0.05483005859496842,0.8827001498104577,0.09742977947723333,0.6095543308250861,2.0000000000000004
0.13010795651245785,0.06235608495453983,0.9436555828929664,0.09805723637174785,0.6125636978169408,2.1000000000000005
0.13586226887962932,0.07029586487779121,1.0049119526746604,0.09860614647580382,0.6150904707745889,2.2000000000000006
0.14114916106355188,0.07861935526726457,1.0664209997521192,0.09908773998258323,0.6172117954382529,2.3000000000000007
0.14593768160820036,0.08729425429503658,1.1281421792959445,0.09951170127499752,0.6189933412420088,2.400000000000001
0.15020015891795016,0.09628631046091497,1.1900415134201454,0.0998861363252839,0.6204891224300584,2.500000000000001
0.15391214082259483,0.10555958348825124,1.2520904256631513,0.10021804983921066,0.6217451667084457,2.600000000000001
0.15705235208109267,0.1150767074439297,1.3142649423339958,0.10051323447536292,0.6227996136068252,2.700000000000001
0.15960264399242022,0.1247991101415148,1.3765449036946784,0.10077674091558399,0.6236849977310628,2.800000000000001
0.16154795849591722,0.1346872478113772,1.4389134034677846,0.10101296112609456,0.6244283680048444,2.9000000000000012
0.16287628849796604,0.14470082472276485,1.501356240268269,0.10122553381174428,0.62505287086139,3.0000000000000013
0.16357863471939196,0.1547989828092663,1.5638615273544079,0.10141751136309515,0.625576927517049,3.1000000000000014
0.163648965165779,0.16494049008082837,1.6264192201061127,0.10159158997975559,0.626017096718336,3.2000000000000015
0.16308417468865893,0.175083937387494,1.6890209297779464,0.10175014647749815,0.6263863847151924,3.3000000000000016
0.16188403791714656,0.18518792644190155,1.7516595682494656,0.1018951253037024,0.6266967311595206,3.4000000000000017
0.16005116061760055,0.1952112355966359,1.8143292413654177,0.10202813861721953,0.6269571258991745,3.5000000000000018
0.15759092764595317,0.20511298617025492,1.8770249539553352,0.1021508349744766,0.6271760717080413,3.600000000000002
0.15451143882186746,0.2148528362431338,1.9397425611261394,0.1022643629800043,0.6273596383818776,3.700000000000002
0.1508234507026948,0.22439111402216194,2.002478524964327,0.10236983131411062,0.627513863703711,3.800000000000002
0.1465403044089432,0.2336889891266746,2.0652299113346984,0.10246795899128881,0.6276434321744014,3.900000000000002
0.14167786010206496,0.2427086045043341,2.1279942545521386,0.10255981036795203,0.6277519475457827,4.000000000000002
0.1362543943016402,0.2514132679520916,2.1907694493067167,0.10264618365676421,0.6278432825206214,4.100000000000001
0.13029051466245445,0.2597675800029003,2.253553777558779,0.10272725366875403,0.6279197492758967,4.200000000000001
0.12380909525883324,0.2677375291230395,2.3163457524863684,0.10280386234268593,0.6279841140235387,4.300000000000001
0.11683513224048316,0.27529068614142754,2.3791441638887223,0.10287630176223561,0.6280380293546326,4.4
0.10939566310861426,0.2823962919339491,2.4419479668241855,0.10294526363181519,0.6280834111945478,4.5
0.10151961913749524,0.2890254098547014,2.5047563079436403,0.10301079035374223,0.6281214293589463,4.6
0.09323774668804637,0.2951509970121979,2.567568450879535,0.1030732380075076,0.628153361768087,4.699999999999999
0.08458245420142202,0.3007480351489723,2.630383787056344,0.1031328327671058,0.6281800834459993,4.799999999999999
0.07558768573384693,0.3057936225439537,2.6932017954009435,0.10318999156619049,0.6282023977329678,4.899999999999999
0.0662887623903389,0.3102670740353489,2.75602203517424,0.10324634868322619,0.6080774940841706,4.999999999999998
0.056722121113329214,0.31415004452727874,2.8168297845826573,0.10361453832998932,0.4098788518750459,5.099999999999998
0.04690229758919034,0.31745621927888173,2.857817669770162,0.10381722929810172,0.24345257898222597,5.1999999999999975
0.03693578798313916,0.32036291108639003,2.8821629276683844,0.1037629428234428,0.10370444646868983,5.299999999999997
0.02690672157824236,0.32302473566362666,2.8925333723152535,0.10343202984919128,-0.013641753372595827,5.399999999999997
0.016882660908986283,0.3255742563413842,2.891169196977994,0.10284630782426249,-0.11217737312717893,5.4999999999999964
0.006918832752307076,0.3281229341937218,2.879951459665276,0.10204942560122728,-0.19491762160947293,5.599999999999996
-0.0029388025259296773,0.33076260829797527,2.860459697504329,0.10109251787480225,-0.26439433290963416,5.699999999999996
-0.012651182504085392,0.33356736262992526,2.8340202642133656,0.100026842077596,-0.3227342013494249,5.799999999999995
-0.022184454011093577,0.3365956337099029,2.8017468440784232,0.0988997623062333,-0.3717219168704233,5.899999999999995
-0.031508783681536104,0.3398923754406425,2.764574652391381,0.09775208113635112,-0.41285705764550995,5.999999999999995
-0.04059744558949283,0.3434911138845606,2.72328894662683,0.09661812939277327,-0.4473980646598738,6.099999999999994
-0.04942621032665484,0.3474158485876242,2.678549140160843,0.09552469268851485,-0.47640227508782196,6.199999999999994
-0.05797277771550022,0.3516826805506006,2.6309089126520604,0.09449224533189668,-0.5007569423847916,6.299999999999994
-0.0662163805747897,0.3563012145362878,2.580833218413581,0.0935357411954274,-0.5212076249950407,6.399999999999993
-0.07413746852319911,0.36127572099656535,2.5287124559140772,0.0926649043510803,-0.5383799082912882,6.499999999999993
-0.08171740811311787,0.3666060456393175,2.4748744650849486,0.09188578288970177,-0.5527993287909551,6.5999999999999925
-0.08893830198152741,0.3722883570276259,2.419594532205853,0.09120079370320783,-0.5649076056167065,6.699999999999992
-0.09578280023928186,0.37831568573282753,2.3631037716441825,0.09060937280054872,-0.575074826329127,6.799999999999992
-0.10223396526495525,0.3846783152367839,2.30559628901127,0.09010961358891122,-0.583612023087578,6.8999999999999915
-0.10827526291706817,0.39136413211208076,2.247235086702512,0.08969770070253817,-0.5907808710616731,6.999999999999991
-0.11389051765369176,0.3983588221949971,2.188156999596345,0.08936856069470964,-0.5968000207660974,7.099999999999991
-0.11906393000598803,0.40564601651376947,2.1284769975197353,0.08911675354035867,-0.6018550455238437,7.19999999999999
-0.1237801642292853,0.4132074378329878,2.068291492967351,0.08893661772045873,-0.606099309847119,7.29999999999999
-0.1280244494250035,0.42102301605170955,2.007681561982639,0.08882161252588894,-0.6096630142303967,7.39999999999999
-0.13178266340813116,0.42907091119106217,1.9467152605595992,0.08876564759716966,-0.612655794792655,7.499999999999989
-0.135041493985939,0.43732763119349616,1.8854496810803336,0.08876281045264864,-0.6151683905694751,7.599999999999989
-0.13778858636289612,0.44576811984445663,1.823932842023386,0.08880721232424514,-0.6172786265049538,7.699999999999989
-0.14001268969312528,0.4543658273286933,1.7622049793728907,0.08889334653330429,-0.6190501150071972,7.799999999999988
-0.14170381458460327,0.46309281805747976,1.7002999678721709,0.0890160174430409,-0.6205380600541431,7.899999999999988
-0.1428533848460847,0.471919878826961,1.6382461618667565,0.08917076347536693,-0.6217871552662233,7.999999999999988
-0.14345438422725434,0.4808166788321107,1.5760674463401343,0.08935288165981028,-0.6228361745767522,8.099999999999987
-0.14350148298124354,0.489751842866223,1.513783828882459,0.08955837128127646,-0.6237168516412172,8.199999999999987
-0.14299116489898064,0.4986931287983731,1.4514121437183374,0.08978369755485074,-0.6244564750097522,8.299999999999986
-0.1419218339119084,0.5076075920299028,1.3889664962173622,0.09002560095539366,-0.6250773772042943,8.399999999999986
-0.14029390511125014,0.5164617399896889,1.3264587584969327,0.09028113286291801,-0.6255988161617297,8.499999999999986
-0.1381098815272631,0.52522169835116,1.2638988768807597,0.09054749624728953,-0.6260364168715673,8.599999999999985
-0.13537441893489272,0.5338533688251916,1.201295235193603,0.09082241139874202,-0.6264042633680156,8.699999999999985
-0.13209436535807628,0.5423226280995341,1.1386548088568014,0.09110399416264019,-0.6267126825283342,8.799999999999985
-0.12827878056727626,0.5505955169678848,1.075983540603968,0.09139038158591192,-0.6269718977325976,8.899999999999984
-0.12393895384195486,0.5586383972018788,1.0132863508307082,0.09167975713912667,-0.6271897043139392,8.999999999999984
-0.11908840830334873,0.566418113563598,0.9505673803993142,0.09197102454700246,-0.6273722309816605,9.099999999999984
-0.11374285480432456,0.5739022134661462,0.8878301573011481,0.09226269748218835,-0.6275256414469833,9.199999999999983
-0.10792018671733718,0.5810590696066368,0.8250775931564498,0.09255416608798461,-0.6276543608881134,9.299999999999983
-0.10164038684721538,0.5878581026403586,0.7623121570676384,0.09284400195067588,-0.6277625793615694,9.399999999999983
-0.09492552629398021,0.5942698679770485,0.6995358991314815,0.09313177540233986,-0.6278532228065262,9.499999999999982
-0.08779963150842382,0.6002662751847937,0.6367505768508289,0.09341686917508611,-0.6279293715855145,9.599999999999982
-0.08028861572665742,0.6058207109248853,0.5739576396922774,0.09369860449654319,-0.6279932683157201,9.699999999999982
-0.0724201937255527,0.6109081680557639,0.5111583128607055,0.09397653275922792,-0.6280469989171896,9.799999999999981
-0.06422376296080125,0.6155053856722248,0.44835361296898646,0.0942502575135565,-0.6280919388239009,9.89999999999998
