X,Y,Theta,Time
5.015694861129449400e-02,7.944080234186476699e-03,3.204424506661616157e-01,5.000000000000002220e-01
5.110604475628478804e-02,8.259066753841784805e-03,3.267256359733412552e-01,5.100000000000002309e-01
5.205314306127953317e-02,8.580010363648997093e-03,3.330088212805208947e-01,5.200000000000002398e-01
5.299820613645933598e-02,8.906898393303941397e-03,3.392920065877005342e-01,5.300000000000002487e-01
5.394119667235219850e-02,9.239717937826930419e-03,3.455751918948801737e-01,5.400000000000002576e-01
5.488207744130642329e-02,9.578455858072223994e-03,3.518583772020598133e-01,5.500000000000002665e-01
5.582081129896029892e-02,9.923098781246744368e-03,3.581415625092394528e-01,5.600000000000002753e-01
5.675736118570848948e-02,1.027363310143800633e-02,3.644247478164190923e-01,5.700000000000002842e-01
5.769169012816510039e-02,1.063004498015126045e-02,3.707079331235987318e-01,5.800000000000002931e-01
5.862376124062330940e-02,1.099232034685580957e-02,3.769911184307783714e-01,5.900000000000003020e-01
5.955353772651156286e-02,1.136044489954048976e-02,3.832743037379580109e-01,6.000000000000003109e-01
6.048098287984622623e-02,1.173440410527829339e-02,3.895574890451376504e-01,6.100000000000003197e-01
6.140606008668068189e-02,1.211418320080009763e-02,3.958406743523172899e-01,6.200000000000003286e-01
6.232873282655079783e-02,1.249976719307749687e-02,4.021238596594969295e-01,6.300000000000003375e-01
6.324896467391666333e-02,1.289114085991470253e-02,4.084070449666765690e-01,6.400000000000003464e-01
6.416671929960064691e-02,1.328828875054948594e-02,4.146902302738562085e-01,6.500000000000003553e-01
6.508196047222156166e-02,1.369119518626315223e-02,4.209734155810358480e-01,6.600000000000003642e-01
6.599465205962506964e-02,1.409984426099950526e-02,4.272566008882154875e-01,6.700000000000003730e-01
6.690475803031006863e-02,1.451421984199279328e-02,4.335397861953951271e-01,6.800000000000003819e-01
6.781224245485117930e-02,1.493430557040460217e-02,4.398229715025747666e-01,6.900000000000003908e-01
6.871706950731719388e-02,1.536008486196967747e-02,4.461061568097544061e-01,7.000000000000003997e-01
6.961920346668538928e-02,1.579154090765063842e-02,4.523893421169340456e-01,7.100000000000004086e-01
7.051860871825176014e-02,1.622865667430157394e-02,4.586725274241136852e-01,7.200000000000004174e-01
7.141524975503699135e-02,1.667141490534047865e-02,4.649557127312933247e-01,7.300000000000004263e-01
7.230909117918825346e-02,1.711979812143051352e-02,4.712388980384729642e-01,7.400000000000004352e-01
7.320009770337662647e-02,1.757378862117006321e-02,4.775220833456526037e-01,7.500000000000004441e-01
7.408823415219016606e-02,1.803336848179155558e-02,4.838052686528322432e-01,7.600000000000004530e-01
7.497346546352262608e-02,1.849851955986901719e-02,4.900884539600118828e-01,7.700000000000004619e-01
7.585575668995757359e-02,1.896922349203435457e-02,4.963716392671915223e-01,7.800000000000004707e-01
7.673507300014813237e-02,1.944546169570229854e-02,5.026548245743711618e-01,7.900000000000004796e-01
7.761137968019199418e-02,1.992721536980401886e-02,5.089380098815508013e-01,8.000000000000004885e-01
7.848464213500190578e-02,2.041446549552935336e-02,5.152211951887304409e-01,8.100000000000004974e-01
7.935482588967142370e-02,2.090719283707764831e-02,5.215043804959100804e-01,8.200000000000005063e-01
8.022189659083590885e-02,2.140537794241714406e-02,5.277875658030897199e-01,8.300000000000005151e-01
8.108582000802874723e-02,2.190900114405290935e-02,5.340707511102693594e-01,8.400000000000005240e-01
8.194656203503268566e-02,2.241804255980328620e-02,5.403539364174489990e-01,8.500000000000005329e-01
8.280408869122633797e-02,2.293248209358479672e-02,5.466371217246286385e-01,8.600000000000005418e-01
8.365836612292562591e-02,2.345229943620550858e-02,5.529203070318082780e-01,8.700000000000005507e-01
8.450936060472032108e-02,2.397747406616680677e-02,5.592034923389879175e-01,8.800000000000005596e-01
8.535703854080539665e-02,2.450798525047354418e-02,5.654866776461675570e-01,8.900000000000005684e-01
8.620136646630741084e-02,2.504381204545254314e-02,5.717698629533471966e-01,9.000000000000005773e-01
8.704231104860557511e-02,2.558493329757942358e-02,5.780530482605268361e-01,9.100000000000005862e-01
8.787983908864771543e-02,2.613132764431369548e-02,5.843362335677064756e-01,9.200000000000005951e-01
8.871391752226089056e-02,2.668297351494212932e-02,5.906194188748861151e-01,9.300000000000006040e-01
8.954451342145669512e-02,2.723984913143032149e-02,5.969026041820657547e-01,9.400000000000006128e-01
9.037159399573124752e-02,2.780193250928245791e-02,6.031857894892453942e-01,9.500000000000006217e-01
9.119512659335966831e-02,2.836920145840921698e-02,6.094689747964250337e-01,9.600000000000006306e-01
9.201507870268511857e-02,2.894163358400381192e-02,6.157521601036046732e-01,9.700000000000006395e-01
9.283141795340230096e-02,2.951920628742608216e-02,6.220353454107843127e-01,9.800000000000006484e-01
9.364411211783539579e-02,3.010189676709466161e-02,6.283185307179639523e-01,9.900000000000006573e-01
9.445312911221033503e-02,3.068968201938714058e-02,6.346017160251435918e-01,1.000000000000000666e+00
9.525843699792145569e-02,3.128253883954820735e-02,6.408849013323232313e-01,1.010000000000000675e+00
9.606000398279232466e-02,3.188044382260572795e-02,6.471680866395028708e-01,1.020000000000000684e+00
9.685779842233088743e-02,3.248337336429475697e-02,6.534512719466825104e-01,1.030000000000000693e+00
9.765178882097871882e-02,3.309130366198936857e-02,6.597344572538621499e-01,1.040000000000000702e+00
9.844194383335440335e-02,3.370421071564234927e-02,6.660176425610417894e-01,1.050000000000000711e+00
9.922823226549101761e-02,3.432207032873269004e-02,6.723008278682214289e-01,1.060000000000000719e+00
1.000106230760676035e-01,3.494485810922080826e-02,6.785840131754010685e-01,1.070000000000000728e+00
1.007890853776346185e-01,3.557254947051151361e-02,6.848671984825807080e-01,1.080000000000000737e+00
1.015635884378333492e-01,3.620511963242464132e-02,6.911503837897603475e-01,1.090000000000000746e+00
1.023341016806091353e-01,3.684254362217333212e-02,6.974335690969399870e-01,1.100000000000000755e+00
1.031005946874184870e-01,3.748479627534992420e-02,7.037167544041196265e-01,1.110000000000000764e+00
1.038630371984299305e-01,3.813185223691937381e-02,7.099999397112992661e-01,1.120000000000000773e+00
1.046213991137186494e-01,3.878368596222026010e-02,7.162831250184789056e-01,1.130000000000000782e+00
1.053756504944547562e-01,3.944027171797322151e-02,7.225663103256585451e-01,1.140000000000000790e+00
1.061257615640852081e-01,4.010158358329687922e-02,7.288494956328381846e-01,1.150000000000000799e+00
1.068717027095093808e-01,4.076759545073113666e-02,7.351326809400178242e-01,1.160000000000000808e+00
1.076134444822481190e-01,4.143828102726786200e-02,7.414158662471974637e-01,1.170000000000000817e+00
1.083509575996062929e-01,4.211361383538889114e-02,7.476990515543771032e-01,1.180000000000000826e+00
1.090842129458288456e-01,4.279356721411131659e-02,7.539822368615567427e-01,1.190000000000000835e+00
1.098131815732502486e-01,4.347811432004000665e-02,7.602654221687363822e-01,1.200000000000000844e+00
1.105378347034372960e-01,4.416722812842736184e-02,7.665486074759160218e-01,1.210000000000000853e+00
1.112581437283251956e-01,4.486088143424016988e-02,7.728317927830956613e-01,1.220000000000000862e+00
1.119740802113470268e-01,4.555904685323364928e-02,7.791149780902753008e-01,1.230000000000000870e+00
1.126856158885563008e-01,4.626169682303250125e-02,7.853981633974549403e-01,1.240000000000000879e+00
1.133927226697428459e-01,4.696880360421905320e-02,7.916813487046345799e-01,1.250000000000000888e+00
1.140953726395416840e-01,4.768033928142834110e-02,7.979645340118142194e-01,1.260000000000000897e+00
1.147935380585351495e-01,4.839627576445017926e-02,8.042477193189938589e-01,1.270000000000000906e+00
1.154871913643479436e-01,4.911658478933809274e-02,8.105309046261734984e-01,1.280000000000000915e+00
1.161763051727352919e-01,4.984123791952514704e-02,8.168140899333531380e-01,1.290000000000000924e+00
1.168608522786639820e-01,5.057020654694656392e-02,8.230972752405327775e-01,1.300000000000000933e+00
1.175408056573863935e-01,5.130346189316913053e-02,8.293804605477124170e-01,1.310000000000000941e+00
1.182161384655074088e-01,5.204097501052731140e-02,8.356636458548920565e-01,1.320000000000000950e+00
1.188868240420441202e-01,5.278271678326605654e-02,8.419468311620716960e-01,1.330000000000000959e+00
1.195528359094783638e-01,5.352865792869024308e-02,8.482300164692513356e-01,1.340000000000000968e+00
1.202141477748020076e-01,5.427876899832070889e-02,8.545132017764309751e-01,1.350000000000000977e+00
1.208707335305549552e-01,5.503302037905681565e-02,8.607963870836101705e-01,1.360000000000000986e+00
1.215225672558558345e-01,5.579138229434554147e-02,8.670795723907893660e-01,1.370000000000000995e+00
1.221696232174252772e-01,5.655382480535699197e-02,8.733627576979685614e-01,1.380000000000001004e+00
1.228118758706018554e-01,5.732031781216634370e-02,8.796459430051477568e-01,1.390000000000001013e+00
1.234492998603505393e-01,5.809083105494213667e-02,8.859291283123269523e-01,1.400000000000001021e+00
1.240818700222636600e-01,5.886533411514087433e-02,8.922123136195061477e-01,1.410000000000001030e+00
1.247095613835543515e-01,5.964379641670790322e-02,8.984954989266853431e-01,1.420000000000001039e+00
1.253323491640424558e-01,6.042618722728449604e-02,9.047786842338645386e-01,1.430000000000001048e+00
1.259502087771327827e-01,6.121247565942111724e-02,9.110618695410437340e-01,1.440000000000001057e+00
1.265631158307857496e-01,6.200263067179680870e-02,9.173450548482229294e-01,1.450000000000001066e+00
1.271710461284803473e-01,6.279662107044464703e-02,9.236282401554021249e-01,1.460000000000001075e+00
1.277739756701693763e-01,6.359441550998322368e-02,9.299114254625813203e-01,1.470000000000001084e+00
1.283718806532268830e-01,6.439598249485410653e-02,9.361946107697605157e-01,1.480000000000001092e+00
1.289647374733879359e-01,6.520129038056522719e-02,9.424777960769397112e-01,1.490000000000001101e+00
1.295525227256804079e-01,6.601030737494018030e-02,9.487609813841189066e-01,1.500000000000001110e+00
1.301352132053489874e-01,6.682300153937327514e-02,9.550441666912981020e-01,1.510000000000001119e+00
1.307127859087712507e-01,6.763934079009045752e-02,9.613273519984772975e-01,1.520000000000001128e+00
1.312852180343658526e-01,6.845929289941590778e-02,9.676105373056564929e-01,1.530000000000001137e+00
1.318524869834926116e-01,6.928282549704432858e-02,9.738937226128356883e-01,1.540000000000001146e+00
1.324145703613447411e-01,7.010990607131889485e-02,9.801769079200148838e-01,1.550000000000001155e+00
1.329714459778329194e-01,7.094050197051471329e-02,9.864600932271940792e-01,1.560000000000001164e+00
1.335230918484613394e-01,7.177458040412788842e-02,9.927432785343732746e-01,1.570000000000001172e+00
1.340694861951955974e-01,7.261210844417002874e-02,9.990264638415524701e-01,1.580000000000001181e+00
1.346106074473224778e-01,7.345305302646819301e-02,1.005309649148731665e+00,1.590000000000001190e+00
1.351464342423014664e-01,7.429738095197020720e-02,1.011592834455910861e+00,1.600000000000001199e+00
1.356769454266082142e-01,7.514505888805528278e-02,1.017876019763090056e+00,1.610000000000001208e+00
1.362021200565695089e-01,7.599605336984997794e-02,1.024159205070269252e+00,1.620000000000001217e+00
1.367219373991902243e-01,7.685033080154926588e-02,1.030442390377448447e+00,1.630000000000001226e+00
1.372363769329717209e-01,7.770785745774291819e-02,1.036725575684627643e+00,1.640000000000001235e+00
1.377454183487220873e-01,7.856859948474685662e-02,1.043008760991806838e+00,1.650000000000001243e+00
1.382490415503578596e-01,7.943252290193969500e-02,1.049291946298986034e+00,1.660000000000001252e+00
1.387472266556973588e-01,8.029959360310418015e-02,1.055575131606165229e+00,1.670000000000001261e+00
1.392399539972456468e-01,8.116977735777369807e-02,1.061858316913344424e+00,1.680000000000001270e+00
1.397272041229709882e-01,8.204303981258360967e-02,1.068141502220523620e+00,1.690000000000001279e+00
1.402089577970727086e-01,8.291934649262747148e-02,1.074424687527702815e+00,1.700000000000001288e+00
1.406851960007406421e-01,8.379866280281803026e-02,1.080707872834882011e+00,1.710000000000001297e+00
1.411558999329059760e-01,8.468095402925297777e-02,1.086991058142061206e+00,1.720000000000001306e+00
1.416210510109834342e-01,8.556618534058542391e-02,1.093274243449240402e+00,1.730000000000001315e+00
1.420806308716049404e-01,8.645432178939896350e-02,1.099557428756419597e+00,1.740000000000001323e+00
1.425346213713444832e-01,8.734532831358732263e-02,1.105840614063598792e+00,1.750000000000001332e+00
1.429830045874345146e-01,8.823916973773858474e-02,1.112123799370777988e+00,1.760000000000001341e+00
1.434257628184734124e-01,8.913581077452381596e-02,1.118406984677957183e+00,1.770000000000001350e+00
1.438628785851243652e-01,9.003521602609018681e-02,1.124690169985136379e+00,1.780000000000001359e+00
1.442943346308053210e-01,9.093734998545838222e-02,1.130973355292315574e+00,1.790000000000001368e+00
1.447201139223704136e-01,9.184217703792439680e-02,1.137256540599494770e+00,1.800000000000001377e+00
1.451401996507822312e-01,9.274966146246550747e-02,1.143539725906673965e+00,1.810000000000001386e+00
1.455545752317755348e-01,9.365976743315049258e-02,1.149822911213853160e+00,1.820000000000001394e+00
1.459632243065119017e-01,9.457245902055398667e-02,1.156106096521032356e+00,1.830000000000001403e+00
1.463661307422255697e-01,9.548770019317490143e-02,1.162389281828211551e+00,1.840000000000001412e+00
1.467632786328603722e-01,9.640545481885887114e-02,1.168672467135390747e+00,1.850000000000001421e+00
1.471546522996975970e-01,9.732568666622473663e-02,1.174955652442569942e+00,1.860000000000001430e+00
1.475402362919750188e-01,9.824835940609484564e-02,1.181238837749749138e+00,1.870000000000001439e+00
1.479200153874968282e-01,9.917343661292929435e-02,1.187522023056928333e+00,1.880000000000001448e+00
1.482939745932346509e-01,1.001008817662639439e-01,1.193805208364107528e+00,1.890000000000001457e+00
1.486620991459193519e-01,1.010306582521521834e-01,1.200088393671286724e+00,1.900000000000001465e+00
1.490243745126239028e-01,1.019627293646103855e-01,1.206371578978465919e+00,1.910000000000001474e+00
1.493807863913371725e-01,1.028970583070669964e-01,1.212654764285645115e+00,1.920000000000001483e+00
1.497313207115284484e-01,1.038336081938151800e-01,1.218937949592824310e+00,1.930000000000001492e+00
1.500759636347029913e-01,1.047723420514690557e-01,1.225221134900003506e+00,1.940000000000001501e+00
1.504147015549482935e-01,1.057132228204232804e-01,1.231504320207182701e+00,1.950000000000001510e+00
1.507475210994712878e-01,1.066562133563161430e-01,1.237787505514361897e+00,1.960000000000001519e+00
1.510744091291262581e-01,1.076012764314959458e-01,1.244070690821541092e+00,1.970000000000001528e+00
1.513953527389334808e-01,1.085483747364906909e-01,1.250353876128720287e+00,1.980000000000001537e+00
1.517103392585887889e-01,1.094974708814809849e-01,1.256637061435899483e+00,1.990000000000001545e+00
1.520193562529637554e-01,1.104485273977761361e-01,1.262920246743078678e+00,2.000000000000001332e+00
1.523223915225965508e-01,1.114015067392933461e-01,1.269203432050257874e+00,2.010000000000001119e+00
1.526194331041736130e-01,1.123563712840399825e-01,1.275486617357437069e+00,2.020000000000000906e+00
1.529104692710019087e-01,1.133130833355988076e-01,1.281769802664616265e+00,2.030000000000000693e+00
1.531954885334718963e-01,1.142716051246161768e-01,1.288052987971795460e+00,2.040000000000000480e+00
1.534744796395111355e-01,1.152318988102931097e-01,1.294336173278974655e+00,2.050000000000000266e+00
1.537474315750284870e-01,1.161939264818791923e-01,1.300619358586153851e+00,2.060000000000000053e+00
1.540143335643488764e-01,1.171576501601691994e-01,1.306902543893333046e+00,2.069999999999999840e+00
1.542751750706387870e-01,1.181230317990024647e-01,1.313185729200512242e+00,2.079999999999999627e+00
1.545299457963221768e-01,1.190900332867649014e-01,1.319468914507691437e+00,2.089999999999999414e+00
1.547786356834870425e-01,1.200586164478935208e-01,1.325752099814870633e+00,2.099999999999999201e+00
1.550212349142824630e-01,1.210287430443836160e-01,1.332035285122049828e+00,2.109999999999998987e+00
1.552577339113062060e-01,1.220003747772982899e-01,1.338318470429229023e+00,2.119999999999998774e+00
1.554881233379828143e-01,1.229734732882804132e-01,1.344601655736408219e+00,2.129999999999998561e+00
1.557123940989322275e-01,1.239480001610669818e-01,1.350884841043587414e+00,2.139999999999998348e+00
1.559305373403288009e-01,1.249239169230057234e-01,1.357168026350766610e+00,2.149999999999998135e+00
1.561425444502508864e-01,1.259011850465739102e-01,1.363451211657945805e+00,2.159999999999997922e+00
1.563484070590207831e-01,1.268797659508993647e-01,1.369734396965125001e+00,2.169999999999997708e+00
1.565481170395352228e-01,1.278596210032836022e-01,1.376017582272304196e+00,2.179999999999997495e+00
1.567416665075861137e-01,1.288407115207269305e-01,1.382300767579483392e+00,2.189999999999997282e+00
1.569290478221718743e-01,1.298229987714556166e-01,1.388583952886662587e+00,2.199999999999997069e+00
1.571102535857990257e-01,1.308064439764509423e-01,1.394867138193841782e+00,2.209999999999996856e+00
1.572852766447743189e-01,1.317910083109801456e-01,1.401150323501020978e+00,2.219999999999996643e+00
1.574541100894870926e-01,1.327766529061291390e-01,1.407433508808200173e+00,2.229999999999996430e+00
1.576167472546819992e-01,1.337633388503370047e-01,1.413716694115379369e+00,2.239999999999996216e+00
1.577731817197222663e-01,1.347510271909321267e-01,1.419999879422558564e+00,2.249999999999996003e+00
1.579234073088430501e-01,1.357396789356700439e-01,1.426283064729737760e+00,2.259999999999995790e+00
1.580674180913953231e-01,1.367292550542726914e-01,1.432566250036916955e+00,2.269999999999995577e+00
1.582052083820799926e-01,1.377197164799693341e-01,1.438849435344096150e+00,2.279999999999995364e+00
1.583367727411723047e-01,1.387110241110388331e-01,1.445132620651275346e+00,2.289999999999995151e+00
1.584621059747366445e-01,1.397031388123533002e-01,1.451415805958454541e+00,2.299999999999994937e+00
1.585812031348315387e-01,1.406960214169231116e-01,1.457698991265633737e+00,2.309999999999994724e+00
1.586940595197050552e-01,1.416896327274431155e-01,1.463982176572812932e+00,2.319999999999994511e+00
1.588006706739803486e-01,1.426839335178401169e-01,1.470265361879992128e+00,2.329999999999994298e+00
1.589010323888316034e-01,1.436788845348214161e-01,1.476548547187171323e+00,2.339999999999994085e+00
1.589951407021501506e-01,1.446744464994244861e-01,1.482831732494350518e+00,2.349999999999993872e+00
1.590829918987009262e-01,1.456705801085676488e-01,1.489114917801529714e+00,2.359999999999993658e+00
1.591645825102691036e-01,1.466672460366016673e-01,1.495398103108708909e+00,2.369999999999993445e+00
1.592399093157970680e-01,1.476644049368622813e-01,1.501681288415888105e+00,2.379999999999993232e+00
1.593089693415115082e-01,1.486620174432234931e-01,1.507964473723067300e+00,2.389999999999993019e+00
1.593717598610408515e-01,1.496600441716517682e-01,1.514247659030246496e+00,2.399999999999992806e+00
1.594282783955228988e-01,1.506584457217607365e-01,1.520530844337425691e+00,2.409999999999992593e+00
1.594785227137026917e-01,1.516571826783667531e-01,1.526814029644604886e+00,2.419999999999992379e+00
1.595224908320205803e-01,1.526562156130448766e-01,1.533097214951784082e+00,2.429999999999992166e+00
1.595601810146905497e-01,1.536555050856854565e-01,1.539380400258963277e+00,2.439999999999991953e+00
1.595915917737687206e-01,1.546550116460511937e-01,1.545663585566142473e+00,2.449999999999991740e+00
1.596167218692120804e-01,1.556546958353345056e-01,1.551946770873321668e+00,2.459999999999991527e+00
1.596355703089275269e-01,1.566545181877153081e-01,1.558229956180500864e+00,2.469999999999991314e+00
1.596481363488109206e-01,1.576544392319191301e-01,1.564513141487680059e+00,2.479999999999991100e+00
1.596544194927765059e-01,1.586544194927752560e-01,1.570796326794859255e+00,2.489999999999990887e+00
1.596544194927765337e-01,1.596544194927752569e-01,1.577079512102038450e+00,2.499999999999990674e+00
1.596481363488110039e-01,1.606543997536313828e-01,1.583362697409217645e+00,2.509999999999990461e+00
1.596355703089276934e-01,1.616543207978352048e-01,1.589645882716396841e+00,2.519999999999990248e+00
1.596167218692123302e-01,1.626541431502160073e-01,1.595929068023576036e+00,2.529999999999990035e+00
1.595915917737690259e-01,1.636538273394993193e-01,1.602212253330755232e+00,2.539999999999989821e+00
1.595601810146909383e-01,1.646533338998650564e-01,1.608495438637934427e+00,2.549999999999989608e+00
1.595224908320210522e-01,1.656526233725056363e-01,1.614778623945113623e+00,2.559999999999989395e+00
1.594785227137032191e-01,1.666516563071837598e-01,1.621061809252292818e+00,2.569999999999989182e+00
1.594282783955234817e-01,1.676503932637897765e-01,1.627344994559472013e+00,2.579999999999988969e+00
1.593717598610414898e-01,1.686487948138987447e-01,1.633628179866651209e+00,2.589999999999988756e+00
1.593089693415122299e-01,1.696468215423270198e-01,1.639911365173830404e+00,2.599999999999988542e+00
1.592399093157978729e-01,1.706444340486882594e-01,1.646194550481009600e+00,2.609999999999988329e+00
1.591645825102699918e-01,1.716415929489488734e-01,1.652477735788188795e+00,2.619999999999988116e+00
1.590829918987018698e-01,1.726382588769829196e-01,1.658760921095367991e+00,2.629999999999987903e+00
1.589951407021511776e-01,1.736343924861260823e-01,1.665044106402547186e+00,2.639999999999987690e+00
1.589010323888327136e-01,1.746299544507291801e-01,1.671327291709726381e+00,2.649999999999987477e+00
1.588006706739815421e-01,1.756249054677104793e-01,1.677610477016905577e+00,2.659999999999987264e+00
1.586940595197063320e-01,1.766192062581074806e-01,1.683893662324084772e+00,2.669999999999987050e+00
1.585812031348328988e-01,1.776128175686274846e-01,1.690176847631263968e+00,2.679999999999986837e+00
1.584621059747380600e-01,1.786057001731972960e-01,1.696460032938443163e+00,2.689999999999986624e+00
1.583367727411738035e-01,1.795978148745117908e-01,1.702743218245622359e+00,2.699999999999986411e+00
1.582052083820815747e-01,1.805891225055812899e-01,1.709026403552801554e+00,2.709999999999986198e+00
1.580674180913969884e-01,1.815795839312779603e-01,1.715309588859980749e+00,2.719999999999985985e+00
1.579234073088447710e-01,1.825691600498806078e-01,1.721592774167159945e+00,2.729999999999985771e+00
1.577731817197240705e-01,1.835578117946185250e-01,1.727875959474339140e+00,2.739999999999985558e+00
1.576167472546838866e-01,1.845455001352136748e-01,1.734159144781518336e+00,2.749999999999985345e+00
1.574541100894890633e-01,1.855321860794215405e-01,1.740442330088697531e+00,2.759999999999985132e+00
1.572852766447763728e-01,1.865178306745705339e-01,1.746725515395876727e+00,2.769999999999984919e+00
1.571102535858011351e-01,1.875023950090997371e-01,1.753008700703055922e+00,2.779999999999984706e+00
1.569290478221740393e-01,1.884858402140950628e-01,1.759291886010235118e+00,2.789999999999984492e+00
1.567416665075883619e-01,1.894681274648237490e-01,1.765575071317414313e+00,2.799999999999984279e+00
1.565481170395375543e-01,1.904492179822671050e-01,1.771858256624593508e+00,2.809999999999984066e+00
1.563484070590231978e-01,1.914290730346513703e-01,1.778141441931772704e+00,2.819999999999983853e+00
1.561425444502533566e-01,1.924076539389768525e-01,1.784424627238951899e+00,2.829999999999983640e+00
1.559305373403313544e-01,1.933849220625450671e-01,1.790707812546131095e+00,2.839999999999983427e+00
1.557123940989348643e-01,1.943608388244838225e-01,1.796990997853310290e+00,2.849999999999983213e+00
1.554881233379855343e-01,1.953353656972704189e-01,1.803274183160489486e+00,2.859999999999983000e+00
1.552577339113089816e-01,1.963084642082525699e-01,1.809557368467668681e+00,2.869999999999982787e+00
1.550212349142852941e-01,1.972800959411672439e-01,1.815840553774847876e+00,2.879999999999982574e+00
1.547786356834899291e-01,1.982502225376573668e-01,1.822123739082027072e+00,2.889999999999982361e+00
1.545299457963251188e-01,1.992188056987860001e-01,1.828406924389206267e+00,2.899999999999982148e+00
