X,Y,Theta,linear,angular,time,cost
0.00016002912533380544,0.0,0.0010054974377294286,0.0016002912533380543,0.010054974377294286,0,2.9080401726898057e-05
-0.004002869148259198,-4.185784958270672e-06,0.011716530510324097,-0.04162900377991207,0.10711033072594668,0.1,0.003867459690968247
-0.008469762526086269,-5.652467250454139e-05,0.03040442874113665,-0.04467199996421127,0.1868789823081255,0.2,0.011706833377355792
-0.010762282816331185,-0.00012624892867925573,0.05576620447209281,-0.02293580334996738,0.25361775730956154,0.30000000000000004,0.02133554282778615
-0.009727984405066815,-6.851016623883903e-05,0.0867544051812784,0.010359087644344692,0.30988200709185587,0.4,0.03162910007047942
-0.00520515202240619,0.00032485282183933664,0.12255907751776743,0.045399060785475925,0.35804672336489035,0.5,0.041931630752040705
0.0023329790732736387,0.0012533728928931236,0.1625396581611005,0.07595101706890099,0.39980580643333075,0.6,0.05178480062004413
0.012094570300473746,0.002854140453038829,0.20615442728287683,0.09891972506460223,0.4361476912177633,0.7,0.0608624296329512
0.02321477806603191,0.00517965880823113,0.25291267947060025,0.11360768300142224,0.46758252187723437,0.7999999999999999,0.0689717646924524
0.034920760238356864,0.008205032721466327,0.30235280752923666,0.12090612305986562,0.4944012805863637,0.8999999999999999,0.07604936298666491
0.04662080320211359,0.0118544642248624,0.35404211843740585,0.12255992642447738,0.5168931090816917,0.9999999999999999,0.08213463599094104
0.05792993421419549,0.016034500019938308,0.4075880828213364,0.12056912685117546,0.5354596438393056,1.0999999999999999,0.08733101148396934
0.06865034507260316,0.020663216045067035,0.46265148757562446,0.11676995376138012,0.5506340475428807,1.2,0.09176724348523876
0.07872509651560078,0.02568805341257309,0.5189557397322235,0.11258312804682054,0.5630425215659907,1.3,0.09556921817826075
0.08818324751557692,0.03109032284767363,0.5762872063254719,0.10892251162536204,0.5733146659324835,1.4000000000000001,0.09884260657802141
0.09708986460724883,0.03687850890997924,0.6344877998224795,0.10622190259524213,0.5820059349700754,1.5000000000000002,0.10166761433308599
0.10550961660177693,0.04307553808607224,0.6934420595814573,0.10454443756542377,0.5895425975897786,1.6000000000000003,0.10410042560682309
0.11348629359662318,0.04970526809888978,0.7530626262083658,0.10372111449601908,0.596205666269085,1.7000000000000004,0.10617976188622316
0.12103672532506012,0.05678254024342391,0.8132772844397567,0.10348758393816422,0.6021465823139086,1.8000000000000005,0.10793390693896626
0.12815388960041318,0.06430803477238145,0.8740209643604143,0.10357948408238572,0.6074367992065763,1.9000000000000006,0.10938787106863161
0.13481497864571276,0.07226831343928675,0.9352310394372474,0.10379602291234369,0.6121007507683303,2.0000000000000004,0.11056681018673986
0.14098965206546504,0.08063878407301123,0.9968469090338786,0.10401508086361287,0.6161586959663123,2.1000000000000005,0.11149850158106794
0.14664611921430418,0.08938741271021428,1.058811575863591,0.10417971186252421,0.6196466682971239,2.2000000000000006,0.11221239801459787
0.15175491617717946,0.09847832676172746,1.1210730418798491,0.10428064283455654,0.6226146601625818,2.3000000000000007,0.11273802989000639
0.1562903467376791,0.10787401900920829,1.1835855679325518,0.1043308023445069,0.6251252605270272,2.400000000000001,0.11310363358627573
0.16023064047380312,0.1175363828541973,1.2463099747829822,0.10434902481570628,0.6272440685043056,2.500000000000001,0.1133344261783796
0.16355750930238497,0.12742671364473668,1.3092131502031297,0.10434878981036667,0.6290317542014745,2.600000000000001,0.11345241688889851
0.16625590692105294,0.13750598715937026,1.3722668302217997,0.1043422753687244,0.6305368001867012,2.700000000000001,0.11347605409039352
0.16831366586435514,0.14773445629770104,1.4354470907046992,0.10433405617655508,0.6318026048289942,2.800000000000001,0.11342127619957716
0.1697214234541553,0.15807179310818484,1.4987331194403501,0.10432751974672043,0.63286028735651,2.9000000000000012,0.11330127068758632
0.1704725517517745,0.16847693111393783,1.5621068822273276,0.10432214081308412,0.6337376278697756,3.0000000000000013,0.1131276462089406
0.17056319826589258,0.17890846467587587,1.6255524156715087,0.10431927398345978,0.6344553344418105,3.1000000000000014,0.11291017519964476
0.16999226924458052,0.18932480972344856,1.6890556407473445,0.10431979874284082,0.6350322507583593,3.2000000000000015,0.11265765870264138
0.16876145015658534,0.19968404413059612,1.752603990482041,0.10432097254608154,0.635483497346965,3.3000000000000016,0.11237750640644563
0.1668751771906083,0.2099445799839999,1.8161861831827333,0.10432479173291463,0.6358219270069236,3.4000000000000017,0.11207650480642853
0.16434064714861404,0.22006501215527913,1.8797921961552118,0.1043297607910778,0.6360601297247849,3.5000000000000018,0.1117604363032706
0.1611677936614139,0.23000438488960365,1.943412848624049,0.10433509936884704,0.6362065246883715,3.600000000000002,0.11143450477735481
0.15736916682613722,0.23972261578169876,2.0070399182318592,0.10434250212916871,0.6362706960781047,3.700000000000002,0.11110326955257865
0.1529600201073938,0.2491802520677118,2.0706660301569264,0.10434915376078344,0.6362611192506726,3.800000000000002,0.1107708656890567
0.14795812738647035,0.2583389914264223,2.134284403496135,0.10435585150456111,0.6361837333920828,3.900000000000002,0.1104407805776489
0.14238371237293046,0.26716179060099166,2.1978887882418374,0.10436277498129304,0.6360438474570267,4.000000000000002,0.11011614684739561
0.13625943451850417,0.2756129063077916,2.2614736628020005,0.10436864276588897,0.6358487456016323,4.100000000000001,0.10979997167847758
0.12961026625462288,0.28365811580050326,2.3250340365907753,0.1043728098611048,0.6356037378877499,4.200000000000001,0.10949461331595547
0.12246319080618041,0.291265082760017,2.3885652474345984,0.10437750418019347,0.6353121084382289,4.300000000000001,0.10920235716115204
0.1148475509767743,0.2984029727722112,2.452063156769848,0.10437789221737442,0.6349790933524979,4.4,0.10892504437693218
0.10679420210608706,0.3050433246336966,2.5155239681944708,0.1043794524211221,0.6346081142462281,4.5,0.10866455049394949
0.09833618957349356,0.31115940377833284,2.578944489833172,0.10437643417216509,0.6342052163870138,4.6,0.10842229872108562
0.08950790110946713,0.31672691750434306,2.6423216776376965,0.10437235567590407,0.6337718780452436,4.699999999999999,0.10819961107034065
0.08034541931609793,0.3217237343795803,2.705652965166345,0.10436438640574555,0.6333128752864811,4.799999999999999,0.10799755804891985
0.07088591537347728,0.32613025271409807,2.7689359377284077,0.10435498007900573,0.6328297256206284,4.899999999999999,0.10781716396193855
0.061167558367902566,0.3299293791517952,2.8301544660018902,0.10434549562746466,0.612185282734827,4.999999999999998,0.1009154953736073
0.05121061193284305,0.3331346595731766,2.8710851290885313,0.10460143636219126,0.40930663086641095,5.099999999999998,0.04650735979204034
0.04118480946035955,0.335914860828318,2.8946499842112057,0.10404145050716371,0.2356485512267434,5.1999999999999975,0.017954783455442207
0.031134118330925442,0.33844851728715036,2.903736290348356,0.10365124564165566,0.09086306137150321,5.299999999999997,0.006030468583364878
0.021155325138585326,0.3408678345771848,2.900775862443941,0.10267882436284173,-0.029604279044150396,5.399999999999997,0.004304018981984449
0.011289755679674976,0.34329064659482045,2.887784320482454,0.10158714427592917,-0.12991541961487005,5.4999999999999964,0.00854274838700261
0.0015975993253742361,0.34580481641614214,2.866447011459938,0.1001293886362326,-0.21337309022516177,5.599999999999996,0.015995433702301776
-0.007886295960106888,0.348482175614434,2.83816265062932,0.09854568588357854,-0.28284360830617883,5.699999999999996,0.02491481978195232
-0.017121466081263192,0.35137369327169127,2.804097307126486,0.09677253821664934,-0.3406534350283377,5.799999999999995,0.03421655769230649
-0.026080113733689375,0.35451747360977265,2.765219161543146,0.09494246814488673,-0.3887814558334002,5.899999999999995,0.043258457445893045
-0.034733848889345234,0.3579375486326304,2.722334691530229,0.09305054825534853,-0.42884470012917075,5.999999999999995,0.051682869616640655
-0.043061354247151754,0.3616489747089198,2.676113823910778,0.0911712833100739,-0.4622086761945139,6.099999999999994,0.05931669327510558
-0.05104242428932411,0.36565779536858456,2.6271150482283643,0.08931300134886071,-0.48998775682413487,6.199999999999994,0.0661003057991473
-0.05866118334828599,0.3699643148021952,2.575803105077697,0.08751662655209007,-0.5131194315066738,6.299999999999994,0.07204391972379129
-0.06590341688600197,0.3745634534140252,2.522565599785259,0.0857916211442839,-0.5323750529243789,6.399999999999993,0.07719682839505343
-0.0727577364688289,0.37944675309559495,2.4677261894077747,0.08415955841349462,-0.5483941037748419,6.499999999999993,0.08162872611113958
-0.07921428036888388,0.384602735072998,2.411555190958658,0.0826263331418276,-0.5617099844911666,6.5999999999999925,0.08541788426943764
-0.08526506542625428,0.39001809692009964,2.3542788952885014,0.0812023052293105,-0.572762956701565,6.699999999999992,0.08864334711039464
-0.09090318927665463,0.39567786297730323,2.29608696607217,0.07988829224281059,-0.5819192921633144,6.799999999999992,0.09138107546524676
-0.09612324638307485,0.4015664377344145,2.237138322016901,0.0786920001425664,-0.5894864405526898,6.8999999999999915,0.09370143595395823
-0.10092046503558524,0.40766730617725705,2.1775666445265043,0.077610503513935,-0.5957167749039665,6.999999999999991,0.0956680564323017
-0.10529089164698743,0.41396364101248967,2.1174842815304498,0.07664493533366454,-0.6008236299605435,7.099999999999991,0.09733761000501662
-0.10923124281353051,0.42043854575936135,2.0569858329689934,0.07579627879832805,-0.6049844856145632,7.19999999999999,0.09876011108164762
-0.11273856085742698,0.42707486568089337,1.9961508221679511,0.0750613229046518,-0.6083501080104236,7.29999999999999,0.09997908242923897
-0.11581021694526702,0.43385540885351426,1.935046471250745,0.07443845567832548,-0.6110435091720626,7.39999999999999,0.10103200954992043
-0.11844378772604983,0.4407629007353706,1.87372917206397,0.07392505607390773,-0.6131729918677505,7.499999999999989,0.1019514969180493
-0.12063707168232327,0.4477802268260583,1.812246434084875,0.07352099018368305,-0.6148273797909494,7.599999999999989,0.10276507665994478
-0.12238785466976657,0.45488988424621973,1.7506381560984696,0.07322053653257264,-0.6160827798640536,7.699999999999989,0.10349635303692718
-0.12369404872077322,0.46207442792993497,1.6889375524839003,0.07302315443891584,-0.6170060361456926,7.799999999999988,0.10416516174908405
-0.12455358355811386,0.46931603359125484,1.627172366673213,0.07292438048462395,-0.6176518581068726,7.899999999999988,0.10478816001644681
-0.12496447923226589,0.4765967910188966,1.5653652624403778,0.0729234283171039,-0.6180710423283517,7.999999999999988,0.10537918291143103
-0.12492482438393675,0.48389820669864864,1.5035350267752319,0.07301523364033342,-0.6183023566514595,8.099999999999987,0.10594950336565706
-0.12443287251350077,0.491201214066863,1.4416965269486255,0.07319558269664851,-0.6183849982660637,8.199999999999987,0.10650833870191459
-0.12348709453959554,0.49848641339769767,1.3798613134154454,0.07346334137916519,-0.6183521353318008,8.299999999999986,0.10706306364042337
-0.1220863057282754,0.5057335117777992,1.3180383122780213,0.07381235955095215,-0.6182300113742412,8.399999999999986,0.10761902581353505
-0.12022976738827136,0.5129215447334715,1.256233691381537,0.07423917589772643,-0.6180462089648421,8.499999999999986,0.10818051931930514
-0.11791732026305794,0.5200287691779563,1.194451514923368,0.07473958189017987,-0.6178217645816901,8.599999999999985,0.10875010962719
-0.11514962390643972,0.5270323936055371,1.1326938386283587,0.0753066386482926,-0.6175767629500942,8.699999999999985,0.1093295006901896
-0.11192822997735011,0.5339088884894126,1.0709606527506075,0.07593652660896591,-0.6173318587775113,8.799999999999985,0.10991924824257437
-0.10825585220246732,0.5406337572007781,1.0092506407872512,0.07662259308229906,-0.6171001196335628,8.899999999999984,0.11051890652441948
-0.10413659908668343,0.5471815576197417,0.9475610189905987,0.07735757012631378,-0.6168962179665252,8.999999999999984,0.11112728914508002
-0.09957613302125984,0.553526072226738,0.8858876582380173,0.07813495781803968,-0.6167336075258146,9.099999999999984,0.11174250446595448
-0.09458190211031613,0.5596403658834099,0.8242254625563447,0.07894740610801879,-0.616621956816726,9.199999999999983,0.11236209835131093
-0.0891634676162399,0.5654967929211725,0.7625683998664381,0.07978544354406464,-0.6165706268990656,9.299999999999983,0.11298299001626774
-0.08333246694107882,0.5710674511872816,0.7009097740680093,0.08064291809669254,-0.6165862579842887,9.399999999999983,0.1136018227966213
-0.07710309935665668,0.5763240705470636,0.6392424478321745,0.08150893668517821,-0.6166732623583476,9.499999999999982,0.11421474140569246
-0.07049199355207873,0.5812385483561048,0.5775586731914312,0.08237646028744043,-0.6168377464074338,9.599999999999982,0.11481800138394797
-0.06351844443381453,0.5857831040263446,0.5158508177360148,0.08323663468975209,-0.617078554554163,9.699999999999982,0.11540726358739883
-0.0562043960452098,0.5899306482387779,0.4541110631359597,0.08408176188980662,-0.6173975460005506,9.799999999999981,0.11597861948926567
-0.04857452290787162,0.5936550604142793,0.39233198170747763,0.08490359836007966,-0.6177908142848209,9.89999999999998,0.11652783093860773
